source_table,population,academic_year,region,state,row_type,metric,statistic,value
A-19,Applicants,2025-2026,South,Virginia,state,Total MCAT,Mean,507.4
A-19,Applicants,2025-2026,South,Virginia,state,Total MCAT,SD,9.9
A-19,Applicants,2025-2026,South,Virginia,state,GPA Science,Mean,3.55
A-19,Applicants,2025-2026,South,Virginia,state,GPA Science,SD,0.43
A-19,Applicants,2025-2026,South,Virginia,state,GPA Non-Science,Mean,3.77
A-19,Applicants,2025-2026,South,Virginia,state,GPA Non-Science,SD,0.29
A-19,Applicants,2025-2026,South,Virginia,state,GPA Total,Mean,3.65
A-19,Applicants,2025-2026,South,Virginia,state,GPA Total,SD,0.34
A-19,Applicants,2025-2026,South,Virginia,state,Total Applicants,Count,1574.0
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT CPBS,Mean,125.5
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT CARS,Mean,124.9
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT CARS,SD,2.5
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT BBLS,Mean,125.7
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT BBLS,SD,2.8
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT PSBB,Mean,126.3
A-19,Applicants,2025-2026,South,West Virginia,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,South,West Virginia,state,Total MCAT,Mean,502.5
A-19,Applicants,2025-2026,South,West Virginia,state,Total MCAT,SD,9.0
A-19,Applicants,2025-2026,South,West Virginia,state,GPA Science,Mean,3.59
A-19,Applicants,2025-2026,South,West Virginia,state,GPA Science,SD,0.44
A-19,Applicants,2025-2026,South,West Virginia,state,GPA Non-Science,Mean,3.82
A-19,Applicants,2025-2026,South,West Virginia,state,GPA Non-Science,SD,0.29
A-19,Applicants,2025-2026,South,West Virginia,state,GPA Total,Mean,3.68
A-19,Applicants,2025-2026,South,West Virginia,state,GPA Total,SD,0.35
A-19,Applicants,2025-2026,South,West Virginia,state,Total Applicants,Count,184.0
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT CPBS,Mean,125.9
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT CARS,Mean,125.5
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT BBLS,Mean,126.1
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT PSBB,Mean,127.1
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,MCAT PSBB,SD,3.0
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,Total MCAT,Mean,504.5
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,Total MCAT,SD,10.2
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,GPA Science,Mean,3.54
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,GPA Science,SD,0.43
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,GPA Non-Science,Mean,3.79
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,GPA Total,Mean,3.65
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,GPA Total,SD,0.34
A-19,Applicants,2025-2026,South,Total for the Region,regional_total,Total Applicants,Count,19373.0
A-19,Applicants,2025-2026,West,Alaska,state,MCAT CPBS,Mean,125.9
A-19,Applicants,2025-2026,West,Alaska,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,West,Alaska,state,MCAT CARS,Mean,126.3
A-19,Applicants,2025-2026,West,Alaska,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,West,Alaska,state,MCAT BBLS,Mean,126.3
A-19,Applicants,2025-2026,West,Alaska,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,West,Alaska,state,MCAT PSBB,Mean,127.7
A-19,Applicants,2025-2026,West,Alaska,state,MCAT PSBB,SD,2.3
A-19,Applicants,2025-2026,West,Alaska,state,Total MCAT,Mean,506.2
A-19,Applicants,2025-2026,West,Alaska,state,Total MCAT,SD,8.5
A-19,Applicants,2025-2026,West,Alaska,state,GPA Science,Mean,3.55
A-19,Applicants,2025-2026,West,Alaska,state,GPA Science,SD,0.4
A-19,Applicants,2025-2026,West,Alaska,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Alaska,state,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,West,Alaska,state,GPA Total,Mean,3.67
A-19,Applicants,2025-2026,West,Alaska,state,GPA Total,SD,0.31
A-19,Applicants,2025-2026,West,Alaska,state,Total Applicants,Count,77.0
A-19,Applicants,2025-2026,West,Arizona,state,MCAT CPBS,Mean,126.1
A-19,Applicants,2025-2026,West,Arizona,state,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,West,Arizona,state,MCAT CARS,Mean,125.6
A-19,Applicants,2025-2026,West,Arizona,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,West,Arizona,state,MCAT BBLS,Mean,126.5
A-19,Applicants,2025-2026,West,Arizona,state,MCAT BBLS,SD,2.8
A-19,Applicants,2025-2026,West,Arizona,state,MCAT PSBB,Mean,127.4
A-19,Applicants,2025-2026,West,Arizona,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,West,Arizona,state,Total MCAT,Mean,505.5
A-19,Applicants,2025-2026,West,Arizona,state,Total MCAT,SD,9.7
A-19,Applicants,2025-2026,West,Arizona,state,GPA Science,Mean,3.61
A-19,Applicants,2025-2026,West,Arizona,state,GPA Science,SD,0.4
A-19,Applicants,2025-2026,West,Arizona,state,GPA Non-Science,Mean,3.84
A-19,Applicants,2025-2026,West,Arizona,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,West,Arizona,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,West,Arizona,state,GPA Total,SD,0.3
A-19,Applicants,2025-2026,West,Arizona,state,Total Applicants,Count,957.0
A-19,Applicants,2025-2026,West,California,state,MCAT CPBS,Mean,127.0
A-19,Applicants,2025-2026,West,California,state,MCAT CPBS,SD,3.0
A-19,Applicants,2025-2026,West,California,state,MCAT CARS,Mean,126.0
A-19,Applicants,2025-2026,West,California,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,West,California,state,MCAT BBLS,Mean,127.2
A-19,Applicants,2025-2026,West,California,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,West,California,state,MCAT PSBB,Mean,128.0
A-19,Applicants,2025-2026,West,California,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,West,California,state,Total MCAT,Mean,508.2
A-19,Applicants,2025-2026,West,California,state,Total MCAT,SD,10.0
A-19,Applicants,2025-2026,West,California,state,GPA Science,Mean,3.56
A-19,Applicants,2025-2026,West,California,state,GPA Science,SD,0.41
A-19,Applicants,2025-2026,West,California,state,GPA Non-Science,Mean,3.78
A-19,Applicants,2025-2026,West,California,state,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,West,California,state,GPA Total,Mean,3.65
A-19,Applicants,2025-2026,West,California,state,GPA Total,SD,0.33
A-19,Applicants,2025-2026,West,California,state,Total Applicants,Count,7216.0
A-19,Applicants,2025-2026,West,Colorado,state,MCAT CPBS,Mean,126.7
A-19,Applicants,2025-2026,West,Colorado,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,West,Colorado,state,MCAT CARS,Mean,126.3
A-19,Applicants,2025-2026,West,Colorado,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,West,Colorado,state,MCAT BBLS,Mean,127.1
A-19,Applicants,2025-2026,West,Colorado,state,MCAT BBLS,SD,2.6
A-19,Applicants,2025-2026,West,Colorado,state,MCAT PSBB,Mean,127.9
A-19,Applicants,2025-2026,West,Colorado,state,MCAT PSBB,SD,2.6
A-19,Applicants,2025-2026,West,Colorado,state,Total MCAT,Mean,508.1
A-19,Applicants,2025-2026,West,Colorado,state,Total MCAT,SD,8.8
A-19,Applicants,2025-2026,West,Colorado,state,GPA Science,Mean,3.6
A-19,Applicants,2025-2026,West,Colorado,state,GPA Science,SD,0.37
A-19,Applicants,2025-2026,West,Colorado,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Colorado,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,West,Colorado,state,GPA Total,Mean,3.68
A-19,Applicants,2025-2026,West,Colorado,state,GPA Total,SD,0.3
A-19,Applicants,2025-2026,West,Colorado,state,Total Applicants,Count,709.0
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT CPBS,Mean,126.2
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT CPBS,SD,3.1
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT CARS,Mean,125.6
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT BBLS,Mean,126.6
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT PSBB,Mean,127.3
A-19,Applicants,2025-2026,West,Hawaii,state,MCAT PSBB,SD,2.9
A-19,Applicants,2025-2026,West,Hawaii,state,Total MCAT,Mean,505.7
A-19,Applicants,2025-2026,West,Hawaii,state,Total MCAT,SD,9.9
A-19,Applicants,2025-2026,West,Hawaii,state,GPA Science,Mean,3.54
A-19,Applicants,2025-2026,West,Hawaii,state,GPA Science,SD,0.41
A-19,Applicants,2025-2026,West,Hawaii,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Hawaii,state,GPA Non-Science,SD,0.22
A-19,Applicants,2025-2026,West,Hawaii,state,GPA Total,Mean,3.65
A-19,Applicants,2025-2026,West,Hawaii,state,GPA Total,SD,0.31
A-19,Applicants,2025-2026,West,Hawaii,state,Total Applicants,Count,230.0
A-19,Applicants,2025-2026,West,Idaho,state,MCAT CPBS,Mean,126.3
A-19,Applicants,2025-2026,West,Idaho,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,West,Idaho,state,MCAT CARS,Mean,126.0
A-19,Applicants,2025-2026,West,Idaho,state,MCAT CARS,SD,2.4
A-19,Applicants,2025-2026,West,Idaho,state,MCAT BBLS,Mean,126.5
A-19,Applicants,2025-2026,West,Idaho,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,West,Idaho,state,MCAT PSBB,Mean,127.3
A-19,Applicants,2025-2026,West,Idaho,state,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,West,Idaho,state,Total MCAT,Mean,506.0
A-19,Applicants,2025-2026,West,Idaho,state,Total MCAT,SD,9.0
A-19,Applicants,2025-2026,West,Idaho,state,GPA Science,Mean,3.61
A-19,Applicants,2025-2026,West,Idaho,state,GPA Science,SD,0.45
A-19,Applicants,2025-2026,West,Idaho,state,GPA Non-Science,Mean,3.86
A-19,Applicants,2025-2026,West,Idaho,state,GPA Non-Science,SD,0.24
A-19,Applicants,2025-2026,West,Idaho,state,GPA Total,Mean,3.73
A-19,Applicants,2025-2026,West,Idaho,state,GPA Total,SD,0.33
A-19,Applicants,2025-2026,West,Idaho,state,Total Applicants,Count,165.0
A-19,Applicants,2025-2026,West,Montana,state,MCAT CPBS,Mean,125.6
A-19,Applicants,2025-2026,West,Montana,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,West,Montana,state,MCAT CARS,Mean,125.9
A-19,Applicants,2025-2026,West,Montana,state,MCAT CARS,SD,2.5
A-19,Applicants,2025-2026,West,Montana,state,MCAT BBLS,Mean,126.2
A-19,Applicants,2025-2026,West,Montana,state,MCAT BBLS,SD,2.6
A-19,Applicants,2025-2026,West,Montana,state,MCAT PSBB,Mean,126.9
A-19,Applicants,2025-2026,West,Montana,state,MCAT PSBB,SD,2.6
A-19,Applicants,2025-2026,West,Montana,state,Total MCAT,Mean,504.6
A-19,Applicants,2025-2026,West,Montana,state,Total MCAT,SD,8.4
A-19,Applicants,2025-2026,West,Montana,state,GPA Science,Mean,3.61
A-19,Applicants,2025-2026,West,Montana,state,GPA Science,SD,0.41
A-19,Applicants,2025-2026,West,Montana,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Montana,state,GPA Non-Science,SD,0.26
A-19,Applicants,2025-2026,West,Montana,state,GPA Total,Mean,3.68
A-19,Applicants,2025-2026,West,Montana,state,GPA Total,SD,0.35
A-19,Applicants,2025-2026,West,Montana,state,Total Applicants,Count,137.0
A-19,Applicants,2025-2026,West,Nevada,state,MCAT CPBS,Mean,125.8
A-19,Applicants,2025-2026,West,Nevada,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,West,Nevada,state,MCAT CARS,Mean,125.2
A-19,Applicants,2025-2026,West,Nevada,state,MCAT CARS,SD,2.7
A-19,Applicants,2025-2026,West,Nevada,state,MCAT BBLS,Mean,126.3
A-19,Applicants,2025-2026,West,Nevada,state,MCAT BBLS,SD,2.8
A-19,Applicants,2025-2026,West,Nevada,state,MCAT PSBB,Mean,126.9
A-19,Applicants,2025-2026,West,Nevada,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,West,Nevada,state,Total MCAT,Mean,504.3
A-19,Applicants,2025-2026,West,Nevada,state,Total MCAT,SD,9.2
A-19,Applicants,2025-2026,West,Nevada,state,GPA Science,Mean,3.52
A-19,Applicants,2025-2026,West,Nevada,state,GPA Science,SD,0.46
A-19,Applicants,2025-2026,West,Nevada,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Nevada,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,West,Nevada,state,GPA Total,Mean,3.64
A-19,Applicants,2025-2026,West,Nevada,state,GPA Total,SD,0.35
A-19,Applicants,2025-2026,West,Nevada,state,Total Applicants,Count,346.0
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT CPBS,Mean,125.7
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT CARS,Mean,125.6
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT BBLS,Mean,125.7
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT PSBB,Mean,126.7
A-19,Applicants,2025-2026,West,New Mexico,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,West,New Mexico,state,Total MCAT,Mean,503.5
A-19,Applicants,2025-2026,West,New Mexico,state,Total MCAT,SD,9.7
A-19,Applicants,2025-2026,West,New Mexico,state,GPA Science,Mean,3.61
A-19,Applicants,2025-2026,West,New Mexico,state,GPA Science,SD,0.36
A-19,Applicants,2025-2026,West,New Mexico,state,GPA Non-Science,Mean,3.81
A-19,Applicants,2025-2026,West,New Mexico,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,West,New Mexico,state,GPA Total,Mean,3.71
A-19,Applicants,2025-2026,West,New Mexico,state,GPA Total,SD,0.28
A-19,Applicants,2025-2026,West,New Mexico,state,Total Applicants,Count,214.0
A-19,Applicants,2025-2026,West,Oregon,state,MCAT CPBS,Mean,126.7
A-19,Applicants,2025-2026,West,Oregon,state,MCAT CPBS,SD,2.8
A-19,Applicants,2025-2026,West,Oregon,state,MCAT CARS,Mean,126.2
A-19,Applicants,2025-2026,West,Oregon,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,West,Oregon,state,MCAT BBLS,Mean,127.0
A-19,Applicants,2025-2026,West,Oregon,state,MCAT BBLS,SD,2.6
A-19,Applicants,2025-2026,West,Oregon,state,MCAT PSBB,Mean,127.9
A-19,Applicants,2025-2026,West,Oregon,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,West,Oregon,state,Total MCAT,Mean,507.8
A-19,Applicants,2025-2026,West,Oregon,state,Total MCAT,SD,8.9
A-19,Applicants,2025-2026,West,Oregon,state,GPA Science,Mean,3.6
A-19,Applicants,2025-2026,West,Oregon,state,GPA Science,SD,0.39
A-19,Applicants,2025-2026,West,Oregon,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Oregon,state,GPA Non-Science,SD,0.25
A-19,Applicants,2025-2026,West,Oregon,state,GPA Total,Mean,3.68
A-19,Applicants,2025-2026,West,Oregon,state,GPA Total,SD,0.31
A-19,Applicants,2025-2026,West,Oregon,state,Total Applicants,Count,506.0
A-19,Applicants,2025-2026,West,Utah,state,MCAT CPBS,Mean,126.9
A-19,Applicants,2025-2026,West,Utah,state,MCAT CPBS,SD,2.7
A-19,Applicants,2025-2026,West,Utah,state,MCAT CARS,Mean,126.4
A-19,Applicants,2025-2026,West,Utah,state,MCAT CARS,SD,2.6
A-19,Applicants,2025-2026,West,Utah,state,MCAT BBLS,Mean,127.1
A-19,Applicants,2025-2026,West,Utah,state,MCAT BBLS,SD,2.7
A-19,Applicants,2025-2026,West,Utah,state,MCAT PSBB,Mean,127.9
A-19,Applicants,2025-2026,West,Utah,state,MCAT PSBB,SD,2.6
A-19,Applicants,2025-2026,West,Utah,state,Total MCAT,Mean,508.3
A-19,Applicants,2025-2026,West,Utah,state,Total MCAT,SD,8.7
A-19,Applicants,2025-2026,West,Utah,state,GPA Science,Mean,3.63
A-19,Applicants,2025-2026,West,Utah,state,GPA Science,SD,0.36
A-19,Applicants,2025-2026,West,Utah,state,GPA Non-Science,Mean,3.83
A-19,Applicants,2025-2026,West,Utah,state,GPA Non-Science,SD,0.24
A-19,Applicants,2025-2026,West,Utah,state,GPA Total,Mean,3.72
A-19,Applicants,2025-2026,West,Utah,state,GPA Total,SD,0.27
A-19,Applicants,2025-2026,West,Utah,state,Total Applicants,Count,637.0
A-19,Applicants,2025-2026,West,Washington,state,MCAT CPBS,Mean,126.8
A-19,Applicants,2025-2026,West,Washington,state,MCAT CPBS,SD,2.9
A-19,Applicants,2025-2026,West,Washington,state,MCAT CARS,Mean,126.2
A-19,Applicants,2025-2026,West,Washington,state,MCAT CARS,SD,2.9
A-19,Applicants,2025-2026,West,Washington,state,MCAT BBLS,Mean,127.0
A-19,Applicants,2025-2026,West,Washington,state,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,West,Washington,state,MCAT PSBB,Mean,127.7
A-19,Applicants,2025-2026,West,Washington,state,MCAT PSBB,SD,2.7
A-19,Applicants,2025-2026,West,Washington,state,Total MCAT,Mean,507.6
A-19,Applicants,2025-2026,West,Washington,state,Total MCAT,SD,9.7
A-19,Applicants,2025-2026,West,Washington,state,GPA Science,Mean,3.52
A-19,Applicants,2025-2026,West,Washington,state,GPA Science,SD,0.4
A-19,Applicants,2025-2026,West,Washington,state,GPA Non-Science,Mean,3.79
A-19,Applicants,2025-2026,West,Washington,state,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,West,Washington,state,GPA Total,Mean,3.63
A-19,Applicants,2025-2026,West,Washington,state,GPA Total,SD,0.32
A-19,Applicants,2025-2026,West,Washington,state,Total Applicants,Count,1051.0
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT CPBS,Mean,125.9
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT CPBS,SD,2.5
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT CARS,Mean,126.7
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT CARS,SD,2.3
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT BBLS,Mean,126.7
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT BBLS,SD,2.2
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT PSBB,Mean,127.0
A-19,Applicants,2025-2026,West,Wyoming,state,MCAT PSBB,SD,2.3
A-19,Applicants,2025-2026,West,Wyoming,state,Total MCAT,Mean,506.3
A-19,Applicants,2025-2026,West,Wyoming,state,Total MCAT,SD,7.1
A-19,Applicants,2025-2026,West,Wyoming,state,GPA Science,Mean,3.65
A-19,Applicants,2025-2026,West,Wyoming,state,GPA Science,SD,0.38
A-19,Applicants,2025-2026,West,Wyoming,state,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Wyoming,state,GPA Non-Science,SD,0.27
A-19,Applicants,2025-2026,West,Wyoming,state,GPA Total,Mean,3.7
A-19,Applicants,2025-2026,West,Wyoming,state,GPA Total,SD,0.34
A-19,Applicants,2025-2026,West,Wyoming,state,Total Applicants,Count,44.0
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT CPBS,Mean,126.8
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT CPBS,SD,2.9
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT CARS,Mean,126.0
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT CARS,SD,2.8
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT BBLS,Mean,127.0
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT BBLS,SD,2.9
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT PSBB,Mean,127.8
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,MCAT PSBB,SD,2.8
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,Total MCAT,Mean,507.6
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,Total MCAT,SD,9.8
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,GPA Science,Mean,3.57
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,GPA Science,SD,0.41
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,GPA Non-Science,Mean,3.8
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,GPA Non-Science,SD,0.26
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,GPA Total,Mean,3.66
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,GPA Total,SD,0.32
A-19,Applicants,2025-2026,West,Total for the Region,regional_total,Total Applicants,Count,12289.0
